pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,industryG,sati,satiG,insurance,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체,산업체분류,주당근로일,주당근로시간,주당근로시간_binary,직장에서의복리후생제공여부,보험가입여부,직장만족도
117104,7,2,경기,1,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,56.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3,3.4,1,3,1,1,1,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-10-01,2017-11-01,,1.0,0,1.0,0,0,5,5,1,5,3,3,3,3,3,3,3,3,4.0,56,3,3,3,3,3,9.0,13.0,3.0,2,1,1,3,3,3,1,1,1,2.0,3,2,0,1,,3.0,1.0,1,0,27.75,3.0,남자,보통이다,미혼,수도권,잘맞다,예체능,있다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,,,강원,전문과학및기술서비스업,3차산업,4.0,56,40시간초과,제공하지않는다,가입하지않음,보통이다
117115,7,3,충남,2,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,2.9,1,3,6,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-06-01,,4.0,0,4.0,0,0,3,3,9,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,3.0,15.0,3.0,2,1,2,2,2,3,3,3,3,1.0,3,3,1,0,,3.0,5.6666666667,3,1,24.583333333,3.0,여자,보통이다,미혼,비수도권,보통이다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,대구,공공행정/국방사회보장행정,3차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
117152,7,4,부산,2,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,14.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,45.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1,3.8,1,5,7,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-12-01,,6.0,0,6.0,0,0,1,2,-1,3,3,1,1,3,1,1,1,3,5.0,45,1,2,1,1,1,14.0,3.0,1.125,3,1,2,1,1,3,3,3,3,,2,2,0,1,,2.0,7.0,3,1,26.25,1.125,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,경북,제조업,2차산업,5.0,45,40시간초과,제공하지않는다,가입했다,보통이다
117225,7,3,충남,1,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3,2.9,2,3,4,3,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-11-01,,6.0,0,6.0,0,0,1,1,2,3,3,2,2,2,1,1,2,2,2.0,16,1,3,1,1,1,1.0,18.0,3.0,2,1,2,1,1,3,2,1,1,2.0,2,2,0,0,,3.0,3.3333333333,1,1,25.666666667,3.0,남자,보통이다,미혼,비수도권,맞지않다,예체능,없다,보통이다,그렇다,그렇다,1000명미만,보통이다,,,서울,예술/스포츠/여가관련서비스업,3차산업,2.0,16,40시간이하,제공하지않는다,가입했다,보통이다
117227,7,3,충남,2,24.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,25.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,3.8,1,3,4,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5.0,0,5.0,0,0,1,1,-1,2,3,2,2,2,3,2,2,3,5.0,25,3,3,3,3,3,1.0,7.0,3.0,2,1,2,1,1,3,2,3,2,,1,2,0,0,,3.0,4.3333333333,2,0,24.083333333,3.0,여자,보통이다,미혼,비수도권,맞지않다,예체능,있다,보통이다,그렇지않다,보통이다,,그렇다,,,서울,도매/소매업,3차산업,5.0,25,40시간이하,제공하지않는다,가입하지않음,보통이다
117246,7,4,부산,2,25.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,4.1,1,3,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-06-01,,3.0,0,3.0,0,0,2,3,2,3,3,2,2,2,2,2,2,2,1.0,3,2,2,2,2,2,2.0,16.0,3.0,2,1,2,1,2,3,3,3,3,2.0,2,2,0,0,,3.0,5.0,3,0,25.916666667,3.0,여자,보통이다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,부산,교육서비스업,3차산업,1.0,3,40시간이하,제공하지않는다,가입하지않음,보통이다
117309,7,5,광주,2,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.0,1,3,3,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-03-01,,18.0,0,18.0,1,0,2,2,-1,3,3,1,2,2,2,2,2,2,5.0,40,1,2,1,1,1,1.0,14.0,3.0,2,1,2,1,1,3,1,2,2,,2,2,0,0,,3.0,3.6666666667,1,1,25.666666667,3.0,여자,보통이다,미혼,비수도권,맞지않다,예체능,있다,그렇다,보통이다,보통이다,,보통이다,,,서울,사업시설관리/사업지원및임대서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
117347,7,2,강원,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,18.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.4,1,5,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-08-01,,9.0,0,9.0,0,0,3,4,2,3,3,1,1,1,1,1,1,1,5.0,18,1,2,1,1,1,8.0,16.0,3.0,3,1,1,2,3,3,3,3,3,2.0,2,2,1,0,,3.0,5.3333333333,3,1,26.5,3.0,남자,건강하다,미혼,수도권,보통이다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,교육서비스업,3차산업,5.0,18,40시간이하,제공한다,가입했다,보통이다
117369,7,2,경기,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1,3.8,2,2,2,3,2,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-08-01,,20.0,0,20.0,1,0,5,4,2,3,4,2,3,3,3,3,3,3,5.0,40,2,2,2,2,2,1.0,16.0,1.125,1,1,1,3,3,3,1,1,1,2.0,2,3,0,0,,3.0,2.3333333333,1,0,24.0,1.125,여자,건강하지않다,미혼,수도권,잘맞다,예체능,없다,그렇다,그렇다,그렇다,1000명미만,보통이다,,,서울,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇다
117401,7,3,충남,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,11.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,54.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1,3.7,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-05-01,2018-05-01,,12.0,0,12.0,1,0,2,2,-1,3,3,1,1,1,2,1,2,2,6.0,54,1,3,1,1,1,11.0,18.0,1.125,3,1,2,1,1,3,3,3,3,,2,2,0,1,,3.0,5.0,3,1,26.75,1.125,남자,건강하다,미혼,비수도권,맞지않다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,충남,예술/스포츠/여가관련서비스업,3차산업,6.0,54,40시간초과,제공하지않는다,가입했다,보통이다
117421,7,3,충북,2,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,10.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,48.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3,3.9,2,4,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-05-01,2019-03-01,,22.0,0,22.0,1,0,4,2,-1,3,2,1,1,3,1,2,1,3,6.0,48,3,3,1,3,3,10.0,18.0,3.0,3,1,2,3,1,3,2,2,2,,2,1,0,1,,3.0,4.0,2,0,29.5,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,없다,보통이다,보통이다,보통이다,,보통이다,,,충북,예술/스포츠/여가관련서비스업,3차산업,6.0,48,40시간초과,제공하지않는다,가입하지않음,그렇지않다
117571,7,4,경북,2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,32.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2.6,2,4,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-02-01,,10.0,0,10.0,0,0,4,3,1,3,3,2,2,3,1,1,2,2,4.0,32,2,2,2,2,2,3.0,7.0,3.0,3,1,2,3,2,3,3,3,3,2.0,2,2,0,0,,3.0,6.0,3,0,23.75,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,도매/소매업,3차산업,4.0,32,40시간이하,제공하지않는다,가입하지않음,보통이다
117576,7,4,부산,2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,20.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.5,2,3,4,4,4,2,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-07-01,,3.0,0,3.0,0,0,3,4,5,3,3,2,2,2,2,2,2,2,5.0,20,2,2,2,2,2,2.0,3.0,3.0,2,2,2,2,3,3,2,2,2,2.0,2,2,0,0,,2.0,4.0,2,0,26.5,3.0,여자,보통이다,기혼,비수도권,보통이다,예체능,없다,보통이다,보통이다,보통이다,1000명미만,보통이다,,,부산,제조업,2차산업,5.0,20,40시간이하,제공하지않는다,가입하지않음,보통이다
117581,7,4,부산,1,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.9,2,5,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7.0,0,7.0,0,0,3,3,-1,3,3,1,1,3,3,3,3,3,5.0,40,1,3,1,1,1,2.0,16.0,3.0,3,1,2,2,2,3,2,2,2,,2,2,0,0,,3.0,4.0,2,1,31.5,3.0,남자,건강하다,미혼,비수도권,보통이다,예체능,없다,보통이다,보통이다,보통이다,,보통이다,,,부산,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
117672,7,3,대전,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,4.0,1,4,5,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-02-01,,7.0,0,7.0,0,0,1,1,7,3,3,1,3,2,2,2,2,2,5.0,40,1,2,1,1,1,4.0,16.0,3.0,3,1,2,1,1,3,3,3,3,2.0,2,2,0,0,,3.0,6.0,3,1,24.333333333,3.0,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대전,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
117696,7,1,서울,2,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,30.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3,4.0,2,3,2,2,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-01-01,,3.0,0,3.0,0,0,5,5,4,5,4,1,2,2,1,1,2,2,5.0,30,3,3,2,3,3,1.0,18.0,3.0,2,1,1,3,3,3,1,1,2,2.0,3,3,0,0,,3.0,2.6666666667,1,0,27.666666667,3.0,여자,보통이다,미혼,수도권,잘맞다,예체능,없다,그렇다,그렇다,보통이다,1000명미만,그렇지않다,,,서울,예술/스포츠/여가관련서비스업,3차산업,5.0,30,40시간이하,제공하지않는다,가입하지않음,그렇다
117740,7,4,부산,2,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,13.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,40.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.8,1,3,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-08-01,,11.0,0,11.0,0,0,3,2,2,3,2,1,2,2,2,2,1,2,5.0,40,1,2,1,1,1,13.0,16.0,3.0,2,1,2,2,1,3,3,3,3,2.0,2,1,0,0,,3.0,5.0,3,1,25.083333333,3.0,여자,보통이다,미혼,비수도권,보통이다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,전남,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
117766,7,2,경기,2,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,24.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,4.2,2,4,6,7,6,1,2018,1,2,2014-03-01,2017-08-31,2018-09-01,,2017-12-01,2018-05-01,,5.0,0,5.0,0,0,1,1,2,4,3,3,3,3,3,3,3,3,6.0,24,3,3,3,3,3,8.0,9.0,3.0,3,1,1,1,1,3,3,3,3,2.0,3,2,0,0,,3.0,6.3333333333,3,0,24.583333333,3.0,여자,건강하다,미혼,수도권,맞지않다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,경기,숙박/음식점업,3차산업,6.0,24,40시간이하,제공하지않는다,가입하지않음,보통이다
117779,7,4,경남,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-06-01,,14.0,0,14.0,1,0,1,1,6,3,3,1,1,3,2,1,1,3,5.0,40,1,2,1,1,1,1.0,14.0,3.0,3,1,2,1,1,3,3,3,3,2.0,2,2,0,0,,3.0,7.0,3,1,26.916666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,사업시설관리/사업지원및임대서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
117783,7,4,대구,2,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,10.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2,3.7,2,5,5,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-06-01,,3.0,0,3.0,0,0,5,4,9,4,4,2,2,2,2,2,2,2,5.0,10,2,2,2,2,2,3.0,16.0,2.0930232558,3,1,2,3,3,3,3,3,3,1.0,3,3,0,0,,3.0,5.6666666667,3,0,25.083333333,2.0930232558,여자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,대구,교육서비스업,3차산업,5.0,10,40시간이하,제공하지않는다,가입하지않음,그렇다
117786,7,4,부산,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,20.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,3.5,1,4,4,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-12-01,,2.0,0,2.0,0,0,1,1,1,5,4,3,3,3,1,3,1,3,5.0,20,3,3,3,3,3,2.0,9.0,3.0,3,1,2,1,1,3,2,3,3,2.0,3,3,0,0,,3.0,5.3333333333,3,0,24.166666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,보통이다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,부산,숙박/음식점업,3차산업,5.0,20,40시간이하,제공하지않는다,가입하지않음,그렇다
117860,7,1,서울,2,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2,3.7,1,3,5,6,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-03-01,2018-06-01,,3.0,0,3.0,0,0,4,3,3,4,4,2,2,2,2,2,2,2,5.0,40,2,2,2,2,2,1.0,16.0,2.0930232558,2,1,1,3,2,3,3,3,3,2.0,3,3,0,0,,3.0,5.6666666667,3,0,25.666666667,2.0930232558,여자,보통이다,미혼,수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇다
117906,7,1,서울,2,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,3,3.3,1,4,6,6,6,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-02-01,2019-07-01,,17.0,0,17.0,1,0,4,4,-1,4,4,1,1,3,1,2,3,3,5.0,40,1,3,1,1,3,1.0,16.0,3.0,3,1,1,3,3,3,3,3,3,,3,3,0,0,,3.0,6.0,3,0,26.25,3.0,여자,건강하다,미혼,수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,서울,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇다
117926,7,3,충남,2,23.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,45.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1,3.7,1,4,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-06-01,,14.0,0,14.0,1,0,1,1,6,2,4,1,1,1,2,1,3,1,5.0,45,1,2,1,3,1,1.0,11.0,1.125,3,1,2,1,1,3,3,3,3,2.0,1,3,0,1,,3.0,7.0,3,0,23.666666667,1.125,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,서울,금융/보험업,3차산업,5.0,45,40시간초과,제공하지않는다,가입하지않음,그렇다
117986,7,2,경기,1,30.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,30.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3.5,2,4,4,5,4,1,2018,1,2,2008-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-06-01,,3.0,0,3.0,0,0,2,2,9,3,4,1,2,2,1,2,2,2,5.0,30,2,2,2,2,2,8.0,7.0,1.125,3,1,1,1,1,3,2,3,2,1.0,2,3,0,0,,3.0,4.3333333333,2,0,30.833333333,1.125,남자,건강하다,미혼,수도권,맞지않다,예체능,없다,보통이다,그렇지않다,보통이다,1000명이상,보통이다,,,경기,도매/소매업,3차산업,5.0,30,40시간이하,제공하지않는다,가입하지않음,그렇다
117995,7,3,충남,1,26.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.0,2,2,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-02-01,,0.0,0,0.0,0,0,1,1,3,3,3,1,1,1,1,1,2,1,5.0,40,1,2,1,1,1,8.0,3.0,3.0,1,1,2,1,1,3,2,3,2,2.0,2,2,0,0,,2.0,4.3333333333,2,1,26.166666667,3.0,남자,건강하지않다,미혼,비수도권,맞지않다,예체능,없다,보통이다,그렇지않다,보통이다,1000명미만,보통이다,,,경기,제조업,2차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
118000,7,3,충남,1,29.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,30.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3,3.0,2,4,3,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-11-01,,6.0,0,6.0,0,0,4,4,1,4,4,2,2,2,2,1,2,2,5.0,30,3,3,2,3,3,1.0,10.0,3.0,3,1,2,3,3,3,1,2,2,2.0,3,3,0,0,,3.0,3.6666666667,1,0,29.333333333,3.0,남자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇다,보통이다,보통이다,1000명미만,그렇지않다,,,서울,정보통신업,3차산업,5.0,30,40시간이하,제공하지않는다,가입하지않음,그렇다
118009,7,4,경남,2,23.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,15.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,45.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1,3.0,1,3,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12.0,0,12.0,1,0,3,3,-1,3,3,1,1,3,3,2,3,3,5.0,45,3,3,3,1,3,15.0,16.0,1.125,2,1,2,2,2,3,2,2,2,,2,2,0,1,,3.0,4.0,2,0,23.666666667,1.125,여자,보통이다,미혼,비수도권,보통이다,예체능,있다,보통이다,보통이다,보통이다,,보통이다,,,경남,교육서비스업,3차산업,5.0,45,40시간초과,제공하지않는다,가입하지않음,보통이다
200001,1,1,서울,1,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3,4.0,2,4,5,5,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-09-01,,5.0,0,5.0,0,0,2,2,1,3,3,1,1,3,1,1,3,3,5.0,40,1,3,1,1,3,1.0,7.0,3.0,3,1,1,1,1,1,3,3,2,2.0,2,2,0,0,,3.0,4.6666666667,2,0,25.083333333,3.0,남자,건강하다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,보통이다,1000명미만,보통이다,,,서울,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
200021,1,1,서울,2,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,40.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,5,5,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-09-01,,6.0,0,6.0,0,0,3,2,9,3,3,1,1,2,2,1,2,2,5.0,40,1,2,1,1,1,8.0,9.0,3.0,3,1,1,2,1,1,3,2,2,1.0,2,2,0,0,,3.0,4.3333333333,2,1,22.25,3.0,여자,건강하다,미혼,수도권,보통이다,문과,없다,그렇지않다,보통이다,보통이다,1000명이상,보통이다,,,경기,숙박/음식점업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
200103,1,2,경기,2,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,40.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.3,2,3,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-02-01,,3.0,0,3.0,0,0,2,2,4,3,4,1,1,3,2,1,1,3,5.0,40,1,2,1,1,1,1.0,13.0,3.0,2,1,1,1,1,1,3,3,3,2.0,2,3,0,0,,3.0,5.0,3,1,23.25,3.0,여자,보통이다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
200115,1,5,제주,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,16.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1,3.7,1,3,3,3,3,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13.0,0,13.0,1,0,4,4,-1,4,4,1,1,3,1,3,3,3,5.0,40,1,3,1,1,1,16.0,7.0,1.125,2,1,2,3,3,1,1,1,1,,3,3,0,0,,3.0,3.0,1,1,24.166666667,1.125,여자,보통이다,미혼,비수도권,잘맞다,문과,있다,그렇다,그렇다,그렇다,,그렇지않다,,,제주,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
