pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,industryG,sati,satiG,insurance,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체,산업체분류,주당근로일,주당근로시간,주당근로시간_binary,직장에서의복리후생제공여부,보험가입여부,직장만족도
115673,5,2,강원,1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,3.6,2,3,4,4,5,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-11-01,2018-12-01,,1.0,0,1.0,0,0,1,1,-1,3,3,3,3,3,3,3,3,3,2.0,6,3,3,3,3,3,1.0,17.0,3.0,2,1,1,1,1,2,2,2,3,,2,2,0,0,,3.0,4.3333333333,2,0,28.5,3.0,남자,보통이다,미혼,수도권,맞지않다,이공계,없다,보통이다,보통이다,그렇지않다,,보통이다,,,서울,보건업/사회복지서비스업,3차산업,2.0,6,40시간이하,제공하지않는다,가입하지않음,보통이다
115716,5,4,경북,1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,14.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.3,1,3,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5.0,0,5.0,0,0,3,3,8,4,3,1,1,2,2,2,2,2,5.0,40,1,2,1,1,1,14.0,16.0,3.0,2,1,2,2,2,2,3,3,3,2.0,3,2,0,0,,3.0,7.0,3,1,27.5,3.0,남자,보통이다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,경북,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
115769,5,3,대전,2,26.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,18.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.4,2,4,6,7,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2016-01-01,2019-03-01,,38.0,0,38.0,1,1,3,3,1,4,3,1,2,3,2,1,3,3,3.0,18,1,3,1,1,1,4.0,16.0,3.0,3,1,2,2,2,2,3,3,3,2.0,3,2,0,0,,3.0,6.3333333333,3,1,26.166666667,3.0,여자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,대전,교육서비스업,3차산업,3.0,18,40시간이하,제공하지않는다,가입했다,보통이다
115779,5,4,대구,1,26.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,35.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3.2,1,4,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-02-01,,7.0,0,7.0,0,0,1,1,1,3,3,2,2,2,1,2,2,2,5.0,35,2,2,2,2,2,3.0,18.0,2.0930232558,3,1,2,1,1,2,3,3,3,2.0,2,2,0,0,,3.0,7.0,3,0,26.666666667,2.0930232558,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,예술/스포츠/여가관련서비스업,3차산업,5.0,35,40시간이하,제공하지않는다,가입하지않음,보통이다
115784,5,4,부산,1,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1,,1,5,6,5,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2019-05-01,2019-05-01,,0.0,0,0.0,0,0,1,1,-1,2,2,2,2,2,2,2,2,2,5.0,40,1,2,1,1,1,8.0,7.0,,3,1,2,1,1,2,3,3,3,,1,1,0,0,,3.0,5.3333333333,3,1,27.666666667,,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,그렇다,,,경기,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
115795,5,1,서울,2,28.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,35.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3,3.8,2,2,5,5,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-08-01,,2.0,0,2.0,0,0,1,3,-1,4,3,2,2,2,2,2,1,2,5.0,35,2,3,2,2,2,1.0,13.0,3.0,1,1,1,1,2,2,3,3,3,,3,2,0,0,,3.0,5.0,3,0,28.916666667,3.0,여자,건강하지않다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,서울,전문과학및기술서비스업,3차산업,5.0,35,40시간이하,제공하지않는다,가입하지않음,보통이다
115853,5,5,제주,1,25.666666667,2.0,16.0,2.0,16.0,2.0,0.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,45.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2,3.7,1,2,3,5,3,1,2018,0,1,2012-03-01,2017-08-31,2018-09-01,2016-09-01,,,24.0,,0,24.0,1,1,4,4,2,4,4,2,3,3,2,3,2,2,5.0,45,3,3,3,3,3,16.0,16.0,2.0930232558,1,1,2,3,3,2,1,3,1,2.0,3,3,0,1,5.0,3.0,3.6666666667,1,0,25.666666667,2.0930232558,남자,건강하지않다,미혼,비수도권,잘맞다,이공계,있다,그렇다,그렇지않다,그렇다,1000명미만,그렇지않다,승용차,5.0,제주,교육서비스업,3차산업,5.0,45,40시간초과,제공하지않는다,가입하지않음,그렇다
115870,5,3,충북,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,8.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.3,2,4,4,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-09-01,,3.0,0,3.0,0,0,3,2,3,3,2,3,1,3,1,1,3,3,5.0,40,1,2,1,1,1,8.0,13.0,3.0,3,1,2,2,1,2,2,3,3,2.0,2,1,0,0,,3.0,4.6666666667,2,1,26.916666667,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,보통이다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
116056,6,1,서울,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,3,3,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-11-01,,5.0,0,5.0,0,0,4,5,5,4,4,1,1,3,1,1,1,3,5.0,40,1,2,1,1,1,5.0,17.0,3.0,3,1,1,3,3,2,1,1,1,2.0,3,3,0,0,,3.0,3.0,1,1,24.333333333,3.0,여자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,,,인천,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
116103,6,3,대전,2,26.416666667,2.0,17.0,8.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.3,2,5,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-06-01,,,51.0,,0,51.0,1,1,4,4,8,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,4.0,17.0,3.0,3,1,2,3,3,2,3,3,3,2.0,3,3,1,0,60.0,3.0,6.0,3,1,26.416666667,3.0,여자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,승용차,60.0,대전,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
116192,6,4,부산,2,30.25,2.0,17.0,-1.0,15.0,2.0,0.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,40.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.9,2,5,5,5,6,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-05-01,,,40.0,,0,40.0,1,1,3,4,-1,3,3,1,1,1,1,2,1,1,5.0,40,1,3,1,1,1,15.0,17.0,3.0,3,2,2,2,3,2,3,3,3,,2,2,0,0,20.0,3.0,5.3333333333,3,1,30.25,3.0,여자,건강하다,기혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,승용차,20.0,경남,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
116231,6,5,전북,2,24.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,40.0,4.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3,3.9,1,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-07-01,,16.0,0,16.0,1,0,5,5,6,3,4,1,1,1,2,2,3,1,5.0,40,1,3,1,1,1,1.0,17.0,3.0,3,1,2,3,3,2,2,2,2,2.0,2,3,0,0,,3.0,4.0,2,1,24.083333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,이공계,있다,보통이다,보통이다,보통이다,1000명미만,보통이다,,,서울,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
116336,6,2,경기,2,29.5,2.0,17.0,7.0,5.0,2.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,3.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.5,2,4,5,6,3,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2012-03-01,,,78.0,,0,78.0,1,1,5,4,7,4,3,1,1,1,1,1,2,1,5.0,40,1,2,1,1,1,5.0,17.0,3.0,3,1,1,3,3,2,3,3,1,2.0,3,2,0,0,10.0,3.0,4.6666666667,2,1,29.5,3.0,여자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇다,1000명미만,그렇지않다,승용차,10.0,인천,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
116374,6,4,경남,1,28.083333333,2.0,17.0,6.0,15.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2,3.8,2,4,1,1,1,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-08-01,,,49.0,,0,49.0,1,1,3,4,6,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,15.0,17.0,2.0930232558,3,1,2,2,3,2,1,1,1,2.0,2,2,1,0,60.0,3.0,1.0,1,1,28.083333333,2.0930232558,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,보통이다,자전거,60.0,경남,보건업/사회복지서비스업,3차산업,5.0,40,40시간이하,제공한다,가입했다,보통이다
116444,6,2,경기,2,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.0,1,3,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4.0,0,4.0,0,0,1,1,-1,3,3,2,2,2,1,2,2,2,5.0,40,1,2,1,1,1,1.0,9.0,3.0,2,1,1,1,1,2,3,3,3,,2,2,0,0,,3.0,5.0,3,1,25.083333333,3.0,여자,보통이다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,서울,숙박/음식점업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
116649,7,2,인천,1,28.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,40.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2,4.0,1,3,4,3,4,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2018-01-01,2018-08-01,,7.0,0,7.0,0,0,4,4,2,4,2,1,3,3,3,3,1,3,5.0,40,1,2,1,1,1,1.0,13.0,2.0930232558,2,1,1,3,3,3,2,1,2,2.0,3,1,0,0,,3.0,3.6666666667,1,1,28.916666667,2.0930232558,남자,보통이다,미혼,수도권,잘맞다,예체능,있다,보통이다,그렇다,보통이다,1000명미만,그렇지않다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
116697,7,1,서울,2,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,20.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.5,1,4,4,4,4,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2016-12-01,2018-07-01,,19.0,0,19.0,1,0,3,4,2,5,4,2,2,2,2,2,2,2,5.0,20,2,2,2,2,2,1.0,10.0,3.0,3,1,1,2,3,3,2,2,2,2.0,3,3,0,0,,3.0,4.0,2,0,27.416666667,3.0,여자,건강하다,미혼,수도권,보통이다,예체능,있다,보통이다,보통이다,보통이다,1000명미만,그렇지않다,,,서울,정보통신업,3차산업,5.0,20,40시간이하,제공하지않는다,가입하지않음,그렇다
116701,7,1,서울,2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3,4.1,2,5,6,6,5,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-03-01,2019-05-01,,14.0,0,14.0,1,0,4,4,4,4,4,1,1,1,1,1,1,1,5.0,40,1,3,1,1,1,1.0,3.0,3.0,3,1,1,3,3,3,3,3,3,2.0,3,3,1,0,,2.0,5.6666666667,3,1,26.5,3.0,여자,건강하다,미혼,수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,제조업,2차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
116725,7,3,충남,2,24.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3,3.2,1,3,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13.0,0,13.0,1,0,4,3,-1,3,3,3,1,1,1,1,3,3,5.0,40,1,2,1,3,3,1.0,13.0,3.0,2,1,2,3,2,3,2,2,2,,2,2,0,0,,3.0,4.0,2,0,24.416666667,3.0,여자,보통이다,미혼,비수도권,잘맞다,예체능,있다,보통이다,보통이다,보통이다,,보통이다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
116751,7,4,부산,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.8,1,3,4,7,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-02-01,,13.0,0,13.0,1,0,5,3,3,4,4,1,1,3,3,1,3,1,5.0,40,1,3,1,1,1,1.0,13.0,3.0,2,1,2,3,2,3,2,3,2,2.0,3,3,0,0,,3.0,5.0,3,1,24.666666667,3.0,여자,보통이다,미혼,비수도권,잘맞다,예체능,있다,보통이다,그렇지않다,보통이다,1000명미만,그렇지않다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
116761,7,5,전북,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,8.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,40.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,3,3.7,1,3,5,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-02-01,,4.0,0,4.0,0,0,4,3,9,3,3,3,1,3,3,1,1,3,5.0,40,1,3,1,1,3,8.0,10.0,3.0,2,1,2,3,2,3,3,2,2,1.0,2,2,0,0,,3.0,4.3333333333,2,0,26.5,3.0,남자,보통이다,미혼,비수도권,잘맞다,예체능,있다,그렇지않다,보통이다,보통이다,1000명이상,보통이다,,,경기,정보통신업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
116764,7,5,전북,2,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.0,1,2,4,5,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-08-01,,2.0,0,2.0,0,0,1,2,-1,4,5,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,5.0,3.0,3.0,1,1,2,1,1,3,2,3,3,,3,3,1,0,,2.0,5.0,3,1,27.416666667,3.0,여자,건강하지않다,미혼,비수도권,맞지않다,예체능,있다,보통이다,그렇지않다,그렇지않다,,그렇지않다,,,인천,제조업,2차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
116772,7,1,서울,2,26.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,20.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3.5,1,3,3,5,1,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-04-01,,3.0,0,3.0,0,0,3,4,-1,3,3,3,3,3,3,3,3,3,6.0,20,3,3,3,3,3,1.0,10.0,3.0,2,1,1,2,3,3,1,3,1,,2,2,0,0,,3.0,3.0,1,0,26.083333333,3.0,여자,보통이다,미혼,수도권,보통이다,예체능,있다,그렇다,그렇지않다,그렇다,,보통이다,,,서울,정보통신업,3차산업,6.0,20,40시간이하,제공하지않는다,가입하지않음,보통이다
116833,7,3,충북,2,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3,4.2,1,2,6,5,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-12-01,,6.0,0,6.0,0,0,4,3,9,5,5,1,1,1,1,1,1,1,3.0,8,2,2,2,2,2,1.0,16.0,3.0,1,1,2,3,2,3,3,3,3,1.0,3,3,1,0,,3.0,5.6666666667,3,0,25.833333333,3.0,여자,건강하지않다,미혼,비수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,서울,교육서비스업,3차산업,3.0,8,40시간이하,제공한다,가입하지않음,그렇다
116856,7,4,부산,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.4,2,3,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-05-01,,17.0,0,17.0,1,0,3,3,6,4,4,1,1,3,1,3,3,3,5.0,40,1,3,1,1,1,2.0,12.0,3.0,2,1,2,2,2,3,3,3,3,2.0,3,3,0,0,,3.0,6.0,3,1,24.166666667,3.0,여자,보통이다,미혼,비수도권,보통이다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,부산,부동산업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
116902,7,4,경북,2,24.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,60.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,5,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-05-01,2018-12-01,,19.0,0,19.0,1,0,3,4,1,3,2,1,2,2,2,2,2,2,6.0,60,1,2,1,1,1,3.0,7.0,3.0,3,1,2,2,3,3,3,3,3,2.0,2,1,0,1,,3.0,5.6666666667,3,1,24.916666667,3.0,여자,건강하다,미혼,비수도권,보통이다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,도매/소매업,3차산업,6.0,60,40시간초과,제공하지않는다,가입했다,그렇지않다
116959,7,2,경기,1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,4.2,1,4,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-06-01,,3.0,0,3.0,0,0,3,3,-1,4,4,3,3,3,3,3,3,3,5.0,40,3,3,3,3,3,1.0,7.0,3.0,3,1,1,2,2,3,3,3,3,,3,3,0,0,,3.0,5.0,3,0,26.0,3.0,남자,건강하다,미혼,수도권,보통이다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,서울,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇다
116974,7,2,경기,1,28.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,3,3.5,1,4,6,6,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-07-01,,18.0,0,18.0,1,0,2,4,-1,3,4,1,1,3,1,1,3,3,5.0,40,1,3,1,1,3,1.0,7.0,3.0,3,1,1,1,3,3,3,3,3,,2,3,0,0,,3.0,5.6666666667,3,0,28.083333333,3.0,남자,건강하다,미혼,수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,서울,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇다
116980,7,3,대전,2,23.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1,4.0,2,5,6,5,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-07-01,,5.0,0,5.0,0,0,3,3,2,3,3,1,1,2,1,1,3,2,5.0,40,1,2,1,1,1,8.0,7.0,1.125,3,1,2,2,2,3,3,3,3,2.0,2,2,0,0,,3.0,5.6666666667,3,1,23.583333333,1.125,여자,건강하다,미혼,비수도권,보통이다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
117026,7,4,경북,1,27.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,24.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.2,1,2,3,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2017-08-01,2018-08-01,,12.0,0,12.0,1,0,4,2,-1,5,4,2,2,2,2,2,2,2,5.0,24,2,2,2,2,2,14.0,16.0,3.0,1,1,2,3,1,3,1,2,2,,3,3,0,0,,3.0,3.6666666667,1,0,27.333333333,3.0,남자,건강하지않다,미혼,비수도권,잘맞다,예체능,있다,그렇다,보통이다,보통이다,,그렇지않다,,,경북,교육서비스업,3차산업,5.0,24,40시간이하,제공하지않는다,가입하지않음,그렇다
117042,7,4,울산,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,45.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.2,2,4,4,4,3,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-03-01,,9.0,0,9.0,0,0,3,2,3,4,3,1,1,2,3,1,2,2,5.0,45,2,2,2,2,2,7.0,16.0,3.0,3,1,2,2,1,3,2,2,1,2.0,3,2,0,1,,3.0,3.6666666667,1,0,24.166666667,3.0,여자,건강하다,미혼,비수도권,보통이다,예체능,없다,보통이다,보통이다,그렇다,1000명미만,그렇지않다,,,울산,교육서비스업,3차산업,5.0,45,40시간초과,제공하지않는다,가입하지않음,보통이다
