,기업명,공모가(원),기관청약경쟁률,일반청약경쟁률,상장주식수,매출액(백만원),순이익(백만원),자본금(백만원),의무보유확약비율,구주매출비율,최대주주지분율,유통가능물량(비율),공모금액(백만원),첫날손익률,최대희망공모가액차(%),주간사규모,유가증권여부,상장분기,종가
398,보로노이,40000,28.35,5.57,1300000,6180,-26491,6319,0,0,47.86,25.6,52000,-26.62,-13.04,1,0,2,"29,350"
399,윙입푸드,2000,131.15,0.71,10200000,82064,16388,0,0,0,59.93,35.53,20400,17,-33.33,0,0,4,"2,340"
400,마인즈랩,30000,197.55,89.9,604459,11292,-20386,3022,19.74,0,26.21,41.91,181134,26.67,0,1,0,4,"38,000"
401,아스플로,25000,2142.7,2818.08,630000,44784,6964,2222,12.1,0,54.6,42.7,15750,13.4,13.64,1,0,4,"28,350"
402,바이오다인,30000,1364.85,48.36,1000000,4089,-2026,3084,8.8,0,52.04,29.24,30000,42,4.53,0,0,1,"42,600"
403,오픈엣지테크놀로지,10000,44.25,78.17,3636641,5186,-14608,2087,15.85,14.76,18.1,25.53,36366,0.5,-44.44,1,0,3,"10,050"
404,노터스,20000,699.46,22.31,500000,36308,3747,7,0.59,0,48.79,36.25,10000,82.5,0,0,0,4,"36,500"
405,파멥신,60000,764.16,322.78,800000,209,-6483,3402,18.81,0,18.8,54.03,48000,6,9.09,1,0,4,"63,600"
406,툴젠,70000,29.54,164.13,1000000,713,-14882,3926,0.1,0,15.69,63.65,70000,30.14,-41.67,1,0,4,"91,100"
407,아시아종묘,4500,239.52,243.2,1000000,21313,2409,4607,4.39,0,65.15,65.15,4500,1.56,-13.46,0,0,1,"4,570"
408,애경산업(유가),29100,24.3,6.73,6800000,506780,21546,26122,8.51,29.41,62.83,23.8,197880,16.84,-14.66,0,1,1,"34,000"
409,솔트룩스,25000,528.17,953.53,750000,15335,145,2515,5.58,0,16.62,40.64,18750,37.2,-16.67,1,0,3,"34,300"
410,하이로닉,51000,500.56,219.96,550000,13420,3096,1387,22.7,0,49.87,37.14,28050,43.73,7.59,1,0,4,"73,300"
411,현대에너지솔루션(유가),18000,26.63,126.68,4000000,347623,18614,56000,3.07,0,100,22.86,72000,-3.89,-35.71,1,1,4,"17,300"
412,에이피티씨,9000,20.99,22.69,2300000,41122,10850,2323,8.7,0,30.2,56.4,20700,-11.33,-30.77,0,0,3,"7,980"
413,엘비루셈,14000,1419.23,824.51,6000000,209770,17105,12300,4.48,33.33,48.8,22.47,84000,8.57,0,1,0,2,"15,200"
414,플레이디,8500,1270.7,864.8,3689320,34711,6038,6413,7.55,0,70.38,23.04,31359,3.53,10.39,1,0,1,"8,800"
415,씨에스윈드(유가),43500,109.3,66.4,5900000,296488,26861,8642,1.79,0,52.16,27.96,256650,-23.45,0,1,1,4,"33,300"
416,명성티엔에스,20000,745.56,804.79,1600000,64575,5857,3185,11.73,37.5,61.97,30.14,32000,43,6.95,1,0,3,"28,600"
417,브이원텍,17700,557.47,754.31,1829000,24455,7969,3683,8.3,20.01,54.5,36.38,32373,6.78,0,1,0,3,"18,900"
418,힘스,20000,729.64,795.94,800000,50876,4951,2484,27.48,0,38.37,39.71,16000,65,6.38,1,0,3,"33,000"
419,나노씨엠에스,20000,1295.75,1243.48,800000,3978,-1691,2104,6.65,0,20.71,44.25,16000,19.75,8.11,1,0,1,"23,950"
420,레이저쎌,16000,1442.95,1845.11,1600000,3879,-7665,4212,12.43,0,20.98,44.19,25600,8.44,14.29,1,0,2,"17,350"
421,펄어비스,103000,62.4,0.43,1800000,33690,24425,6033,6.22,0,59.34,28.04,185400,-3.98,0,1,0,3,"98,900"
422,세미콘라이트,11300,187.7,143.52,1040558,48137,6246,2064,4.5,0,33.18,54.9,11758,32.3,-17.52,1,0,2,"14,950"
423,디케이앤디,6000,256.3,975.69,1800000,33757,-563,3800,0,35.56,45.8,31.9,10800,3.83,-9.09,1,0,4,"6,230"
424,화승엔터프라이즈(유가),15000,48.46,0.43,7840000,0,-1,13464,0.21,20.92,70,23.02,117600,-0.33,-9.09,1,1,4,"14,950"
425,제이에스코퍼레이션(유가),23000,433.6,477.76,3283132,162608,20087,1313,35.9,0,55.85,20.7,75512,64.13,0,1,1,1,"37,750"
426,피엔에이치테크,18000,1454.47,1528.76,688000,7127,-7627,1997,9.58,27.33,38.44,46.97,12384,32.5,5.88,1,0,1,"23,850"
427,랩지노믹스,13200,423.83,305.88,250000,16968,1260,2056,0,0,20.85,77.62,3300,7.95,0,1,0,4,"14,250"
428,에어부산(유가),3600,23.89,36.5,5207000,561657,28464,52070,0.4,60.25,44.38,53.62,18745,45,-10,1,1,4,"5,220"
429,아톤,43000,810.88,653.96,897188,28033,4096,2107,9.5,20,27.06,45.68,38579,-0.35,0,1,0,4,"42,850"
430,대유,9000,148.39,11.65,3080000,28494,5458,4526,0,3.9,55.12,38.66,27720,37.78,-10,1,0,3,"12,400"
431,삼양옵틱스,16700,33.2,2.88,4000000,57221,13419,5000,8.7,0,100,37.73,66800,0.6,-18.93,1,0,2,"16,800"
432,코윈테크,34500,163.54,0.48,2000000,76832,10339,4500,0.9,0,53.32,31.47,69000,-36.96,0,1,0,3,"21,750"
433,한솔씨앤피,13000,136.97,789.84,900000,50873,3745,1730,5.97,0,78.95,39.8,11700,50.77,-22.62,1,0,1,"19,600"
434,하이셈,1500,50.03,72.16,4356000,32368,2121,6533,0,0,21.5,57.99,6534,48,-21.05,1,0,4,"2,220"
435,인카금융서비스,18000,13.69,25.29,879800,301025,11288,2568,4.19,31.8,40.26,43.4,15836,-20,-33.33,1,0,1,"14,400"
436,켄코아에어로스페이스,10000,120.75,256.68,1572330,28937,-9409,5254,2.55,16.43,39.44,39.67,15723,2.5,-33.33,1,0,1,"10,250"
437,이엘피,20000,527.12,738.15,800000,16079,3204,2419,11.26,0,22.3,68.9,16000,12,0,1,0,2,"22,400"
438,미래테크놀로지,16100,117.3,1.5,1500000,17388,3897,2000,5.7,0,33.6,26.4,24150,-14.91,0,1,0,4,"13,700"
439,아이티센,7500,54.13,2.63,1000000,112424,2062,1630,0,0,47.26,46.95,7500,16.93,-11.76,0,0,4,"8,770"
440,메디아나,6200,86,12.88,1440000,33262,3038,3610,0,0,52.84,41.32,8928,-5.65,-4.62,1,0,4,"5,850"
441,디알젬,6500,785.43,832.96,1500000,49324,4132,5662,1.05,0,42.98,28.65,9750,4,-7.14,1,0,4,"6,760"
442,바이브컴퍼니,28000,1221.45,1266.22,650000,16298,-777,2697,7.96,0,40.4,43.56,18200,11.79,0,1,0,4,"31,300"
443,에프엔씨엔터테인먼트,28000,185.35,577.37,1400000,24838,1691,3158,9.91,0,64.05,28.5,39200,-1.43,0,0,0,4,"27,600"
444,더블유씨피,60000,33.28,7.25,9000000,111875,-31178,16848,4.24,18.44,35.91,39.06,540000,-30.5,-40,1,0,3,"41,700"
445,아이큐어,65000,642.1,331.42,1200000,35674,240,3061,5.08,0,28.01,62.93,78000,-6.77,18.18,1,0,3,"60,600"
446,앱코,24300,1141.02,978.13,2507000,84271,3474,4844,3.64,19.94,36.64,43.12,60920,18.93,0,1,0,4,"28,900"
447,노바텍,10000,66.32,326.67,1450000,21284,3975,2313,0.03,30,70.25,24.82,14500,83,-39.39,1,0,4,"18,300"
448,윌링스,12500,1082.15,532.83,1382000,54327,4294,2431,18.18,29.96,61.48,24.16,17275,136.8,0,0,0,3,"29,600"
449,네오펙트,11000,338.01,400.8,1800000,7288,160,5937,0.89,0,29.74,44.54,19800,-30,-12,1,0,4,"7,700"
450,노랑풍선,20000,978.43,1025.2,1000000,83822,10436,2382,12.42,26.44,26,27.72,20000,70.75,5.26,1,0,1,"34,150"
451,롯데렌탈(유가),59000,217.63,65.81,14422000,2100809,23307,183170,14.65,50,37.8,31.49,850898,-5.93,0,1,1,3,"55,500"
452,엔켐,42000,1647.4,1275.69,2262625,138888,501,7553,64.45,0,29.18,38.1,95030,90.48,20,0,0,1,"80,000"
453,디에이테크놀로지,6600,55.28,488.77,1434000,28863,2081,2888,1.81,0,55.79,48.8,9464,0.45,-22.35,0,0,4,"6,630"
454,코스메카코리아,54000,573,391.4,1340000,99150,5027,2670,30.8,0,70.5,32.68,72360,15.74,0,1,0,4,"62,500"
455,웹스,7200,438.83,1114.21,1600000,27878,3328,3367,33.54,0,49.31,44.4,11520,11.11,0,1,0,3,"8,000"
456,케이엔제이,11000,1144.3,1104.68,875472,51107,1698,2931,5.5,0,31.6,46.3,9630,35.45,0,1,0,4,"14,900"
457,올리패스,20000,11.07,419.4,800000,488,-27825,6937,0.4,0,42.81,49.07,16000,24,-55.56,1,0,3,"24,800"
458,티에스인베스트먼트,1300,30.87,2.02,5700000,5975,2517,11210,0,11.4,60.39,38.85,7410,46.92,-16.13,1,0,4,"1,910"
459,금호에이치티(유가),10000,46.05,32.87,4495950,175222,13520,4600,8,0,37,16.95,44960,-11.4,-36.31,1,1,4,"8,860"
460,에스디생명공학,12000,26.66,2.38,4800000,74656,18361,11032,0,33.33,57.13,41.78,57600,1.67,-33.33,1,0,1,"12,200"
461,바이오에프디엔씨,28000,74.01,4.74,1300000,8640,2461,4347,11.8,0,31.28,37.44,36400,-20.71,-3.45,0,0,1,"22,200"
462,에이에프더블류,22500,866.03,552.22,3921600,30330,8713,5156,13.72,47.37,51.8,37.07,88236,-3.33,0,1,0,3,"21,750"
463,에이치케이이노엔,59000,1871.36,388.9,10117000,515289,67061,14452,13.49,42.86,42.16,28,596903,16.1,0,1,0,3,"68,500"
464,압타바이오,30000,856.41,663.03,2180000,300,-31123,5440,35.1,0,35,55.14,65400,29.67,20,1,0,2,"38,900"
465,엠투아이,15600,61.7,176.83,3335000,24715,6003,839,1.6,74.96,57.55,38.56,52026,1.92,-17.46,1,0,3,"15,900"
466,펌텍코리아,190000,5.75,0.51,640000,151070,20776,941,0,96.9,61.5,30.38,121600,-19.84,-29.63,1,0,3,"152,300"
467,와이팜,11000,407.01,712.13,7428272,125429,11334,16713,8.01,50,27.25,24.54,81711,70.91,0,1,0,3,"18,800"
468,씨이랩,35000,1371.37,195.53,650000,7089,62,1478,12.97,0,56,42.93,22750,16.57,12.9,0,0,1,"40,800"
469,휴네시온,10000,751.89,827.74,1390530,13193,2995,2401,8.9,14.38,47.1,32.5,13905,63.5,0,1,0,3,"16,350"
470,엔바이오니아,8200,425.8,910.32,1110000,8545,648,3712,3.8,0,33.22,49.92,9102,47.56,-20.39,1,0,4,"12,100"
471,신라젠,15000,74.98,172.52,10000000,3579,-41522,30808,0,0,13.85,75.14,150000,-14.33,-16.67,1,0,4,"12,850"
472,프롬바이오,18000,85.71,48.24,3000000,108045,-7813,1383,1.45,18.33,41.2,43.6,54000,10.28,-26.53,1,0,3,"19,850"
473,디티앤씨알오,17000,74.53,5.73,1400000,32749,4328,2436,0,0,45.51,35.69,23800,-18.53,-32,1,0,4,"13,850"
474,대림씨엔에스(유가),27700,85.25,25.5,4456181,257906,19318,12731,15.9,0,62.5,30.5,123436,-16.06,0,1,1,1,"23,250"
475,핸즈코퍼레이션(유가),12000,57.64,6.99,5482000,621338,8263,10823,1.73,8.57,74.68,20.26,65784,-24.17,-14.29,1,1,4,"9,100"
476,아이쓰리시스템,36000,768,1506.57,500000,30914,5314,1401,37.6,0,48,29.7,18000,61.11,14.29,1,0,3,"58,000"
477,마이크로디지탈,23000,621.48,1116.34,700000,4554,-30,1815,2.29,0,34.34,36.7,16100,70,0,1,0,2,"39,100"
478,에스와이패널,5000,4.88,363.49,2135922,151338,2046,3100,0,0,25,42.5,10680,22.2,-37.5,1,0,4,"6,110"
479,에이디테크놀로지,15000,33.19,12.4,1000000,42419,3042,2004,7.53,0,36.35,49.26,15000,-6.67,-16.67,1,0,4,"14,000"
480,베셀,9000,437.68,680.95,600000,57174,6060,2316,0,0,32.77,66.5,5400,15.56,0,1,0,2,"10,400"
481,모아데이타,20000,114.19,23.39,800000,13785,2093,2680,0.87,0,34.47,43.17,16000,-19.75,-28.57,1,0,1,"16,050"
482,가온칩스,14000,1847.12,2183.29,2000000,17098,1852,5744,14.7,0,60.17,28.65,28000,93.57,7.69,0,0,2,"27,100"
483,휴메딕스,28000,688.8,571.55,1000000,23544,9137,2586,35.18,0,39.16,55.16,28000,40,9.8,1,0,4,"39,200"
484,오가닉티코스메틱,4000,672.02,672.42,14300000,136188,34661,0,11.3,0,67.13,25.12,57200,43.25,8.11,0,0,4,"5,730"
485,비나텍,33000,1098.1,1386.85,600000,42763,4405,2435,22.47,0,38.53,44.75,19800,23.48,3.12,0,0,3,"40,750"
486,매직마이크로,5500,75.03,36.57,1600000,53279,3413,3111,1.33,0,50.3,45.8,8800,-11.82,-14.06,1,0,4,"4,850"
487,리드,5100,42.89,45.64,781580,40483,2004,2310,7,0,21.56,68.16,3986,-22.65,0,1,0,4,"3,945"
488,코리아센터,18000,37.77,4.13,2545490,189670,4874,2545,6.04,9.09,69.5,12.02,45819,26.94,-33.82,1,0,4,"22,850"
489,더네이쳐홀딩스,46000,97.21,151.9,1200000,235344,16142,3591,8.46,16.67,37.93,53.3,55200,-6.52,-8,1,0,3,"43,000"
490,신신제약,4500,40.88,72.5,3250000,51614,3886,7585,0.06,0,61.4,33.56,14625,78.22,-32.84,1,0,1,"8,020"
491,디케이티,7400,771.42,780.32,2019400,117043,4611,4038,3.5,0,58.31,28.55,14944,42.57,0,1,0,4,"10,550"
492,에스엔텍,6500,189.14,22.9,1100000,32465,3473,2700,19.88,0,52.58,44.2,7150,100,3.17,1,0,2,"13,000"
493,엘앤씨바이오,24000,937.08,985.59,1000000,17901,3753,3617,17.27,0,33.07,48.73,24000,12.29,20,1,0,4,"26,950"
494,샘씨엔에스,6500,1537.67,1104.29,12000000,20985,556,25076,26.07,16.67,71,27.21,78000,28,14.04,0,0,2,"8,320"
495,지니언스,13500,620.04,922.71,830000,20615,3658,2427,14.5,0,50.44,38.56,11205,12.59,0,1,0,3,"15,200"
496,아이엠텍,7500,112.3,138.9,4300000,46553,5180,8393,25,0,36.02,45.7,32250,64.67,0,1,0,1,"12,350"
497,노을,10000,31.5,8.7,1500000,295,-8975,5726,0,0,38.76,32.87,15000,-7.9,-41.18,1,0,1,"9,210"
498,서진시스템,25000,588.93,742.06,1430000,36021,6491,2987,36.65,9.09,44.61,29.05,35750,49.4,0,1,0,1,"37,350"
499,이엔드디,14400,1168.72,808.62,2340000,58313,6194,4676,8.99,0,26.44,71.06,33696,45.83,0,0,0,3,"21,000"
500,케이피에스,14000,75.3,452.96,1079268,17547,2555,2135,0,0,39.04,53.4,15110,0,-30,1,0,3,"14,000"
501,에스브이인베스트먼트,7000,786.73,974.23,3900000,10450,2113,13308,4.7,0,45,52.3,27300,10.14,11.11,1,0,3,"7,710"
502,에이치피오,22200,252.13,95.01,3987632,58604,8761,9969,4.12,25,70.03,26.51,88525,-24.55,-12.6,0,0,2,"16,750"
503,원준,65000,1464.1,1623.28,1004807,64030,4412,502,44.3,0,40.6,38.91,65312,33.85,8.33,1,0,4,"87,000"
504,싸이버원,9500,1303.1,1880.43,1361000,22372,1903,2320,9.7,55.91,41.2,41.8,12930,123.16,14.46,1,0,1,"21,200"
505,스톤브릿지벤처스,8000,20.06,22.73,4500000,24509,12819,8939,0,40,66.2,22.75,36000,-18.62,-23.81,1,0,1,"6,510"
506,에스엔피월드,5100,534.27,661.5,2000000,27164,3856,3938,4.97,0,71.27,24.76,10200,3.33,0,0,0,3,"5,270"
507,제이엘케이인스펙션,9000,69.81,8.49,2000000,363,-6277,1489,0,0,25.81,47.57,18000,0,-37.93,1,0,4,"9,000"
508,클리노믹스,13900,494.2,341.46,1972323,4101,-5760,1320,2.05,0,24.14,46.79,27415,36.69,0,0,0,4,"19,000"
509,바이오리더스,15000,352.2,1222.58,1200000,1167,-5429,6177,6.5,0,14.2,67,18000,-5.33,0,1,0,3,"14,200"
510,푸드나무,24000,791.08,914.05,1555810,34826,3922,3403,16.5,13.04,74.3,22.2,37339,41.67,5.73,1,0,4,"34,000"
511,덕산테코피아,19000,348.63,1.96,4061847,70930,18783,9188,7.17,20.7,58.06,24.5,77175,-17.89,0,1,0,3,"15,600"
512,코미코,13000,580.68,745.44,2500000,38664,7157,4037,30.91,60,43.34,35.29,32500,65.38,0,1,0,1,"21,500"
513,오파스넷,11000,861.66,1401.36,1008000,71416,3080,2012,14.22,0,57.37,41.38,11088,29.09,13.4,0,0,3,"14,200"
514,이오플로우,19000,150.87,686.71,1400000,0,-9389,1113,14.83,0,21.75,57,26600,5.26,-9.52,1,0,3,"20,000"
515,알에스오토메이션,6000,656.89,1058.82,2438000,70698,3004,4551,61,0,40.78,29.92,14628,158.33,0,1,0,3,"15,500"
516,천보,40000,891.1,426.09,2500000,87606,14822,5000,15.8,20,46,35.68,100000,19.12,0,1,0,1,"47,650"
517,핸디소프트,5600,262.22,1170.44,1900000,41632,3886,3729,0,0,56.41,39.01,10640,28.93,0,1,0,4,"7,220"
518,안트로젠,24000,531.1,1442.55,700000,1834,-1416,3731,30.6,0,43.35,44.14,16800,62.92,9.09,1,0,1,"39,100"
519,우리손에프앤지,2210,455.1,638.97,18211530,155022,14990,30578,40.4,50,69.4,26.88,40247,31.67,0,1,0,3,"2,910"
520,지노믹트리,27000,372,13.1,4000000,454,-2113,9993,22.8,0,22.15,44.69,108000,1.11,8,1,0,1,"27,300"
521,보광산업,4000,15.47,172.98,3000000,31521,3930,5745,0,0,69.63,22.63,12000,57.75,-42.86,1,0,4,"6,310"
522,슈프리마아이디,27000,1124.05,707.26,864000,18081,3571,1496,13.14,23.37,62.3,28.87,23328,3.7,0,1,0,3,"28,000"
523,세진중공업(유가),3500,8.89,2.29,5729850,567935,17912,19141,26.5,0,64.2,32.8,20054,-10.43,-10.26,1,1,4,"3,135"
524,덕우전자,15500,282.69,586.43,2500000,76328,10785,4055,11.35,40,51.73,28.82,38750,2.26,0,1,0,3,"15,850"
525,삼양패키징(유가),26000,16.73,2.74,4595450,310125,24220,71049,0.36,0,51,25.87,119482,-8.46,-13.33,1,1,4,"23,800"
526,퓨전데이타,11500,345.36,572.56,1000000,18784,2766,1681,12.05,0,43.17,26.76,11500,72.17,0,1,0,4,"19,800"
527,위니아에이드,16200,955,111.26,5366087,418527,24895,7696,1.39,0,64.56,33.3,86931,-32.1,0,1,0,2,"11,000"
528,에코마이스터,5200,15.54,213.78,1340000,19968,526,5394,0,25.37,14.09,76.04,6968,15.96,-38.82,0,0,1,"6,030"
529,대성하이텍,9000,1934.89,1136.4,3322560,112579,7412,1057,4.57,21.75,48.97,34.15,29903,62.22,0,1,0,3,"14,600"
530,태웅로직스,4500,1024.98,618.52,5000000,24394,7318,1765,2.53,0,25.4,22.66,22500,35.78,0,0,0,4,"6,110"
531,한국유니온제약,18000,918.99,1015.13,1500000,47470,4420,2931,9.4,0,12.29,56.86,27000,8.33,12.5,0,0,3,"19,500"
532,에이플러스에셋어드바이저(유가),7500,3.66,24.75,2798086,269373,15385,11303,25.4,59.04,20.06,65.4,20986,-8.27,-39.02,1,1,4,"6,880"
533,제테마,21000,12.41,590.02,960000,11208,-15752,4064,0,0,30.86,49.23,20160,6.9,-56.25,1,0,4,"22,450"
534,네오크레마,8000,96.6,1.59,1550000,21745,3562,3628,0,0,48.13,34.27,12400,4.62,-30.43,1,0,3,"8,370"
535,레이,20000,1013.19,779.56,1000000,47565,6779,2811,10.27,0,34.38,39.25,20000,23.75,0,1,0,3,"24,750"
536,핌스,19000,1210.28,1161.84,2000000,37783,5544,3632,4.39,30,37.99,50.04,38000,-3.68,0,0,0,3,"18,300"
537,와이엠티,21000,706.16,841.57,562627,49939,7742,1801,42.75,11.13,46.52,37.69,11815,47.86,13.51,1,0,2,"31,050"
538,젠큐릭스,22700,77.03,12.35,1000000,267,-5649,2696,0,0,17.71,46.53,22700,-4.63,-13.03,1,0,2,"21,650"
